v,k,t,size,low_bd,schoenheim,gap,gap_schoenheim,"C(v,t)","C(k,t)",last_improvement,years_stale,n_improvements,eligible,sweet
87,21,3,112,92,92,20,20,105995,1330,2014-11-05,11.3,7,1,0
78,19,3,110,91,91,19,19,76076,969,2014-11-05,11.3,5,1,0
89,19,3,160,141,141,19,19,113564,969,2014-11-05,11.3,14,1,0
93,20,3,158,140,140,18,18,129766,1140,2014-11-05,11.3,5,1,0
94,20,3,159,141,141,18,18,134044,1140,2014-11-05,11.3,5,1,0
86,21,3,109,91,91,18,18,102340,1330,2014-11-05,11.3,7,1,0
89,21,3,116,98,94,18,22,113564,1330,2014-11-05,11.3,5,1,0
90,21,3,121,103,99,18,22,117480,1330,2014-11-05,11.3,5,1,0
83,20,3,109,92,92,17,17,91881,1140,2014-11-05,11.3,5,1,0
95,20,3,160,143,143,17,17,138415,1140,2014-11-05,11.3,11,1,0
74,21,3,77,60,53,17,24,64824,1330,2014-11-05,11.3,7,1,0
91,21,3,126,109,100,17,26,121485,1330,2014-11-05,11.3,5,1,0
98,21,3,157,140,140,17,17,152096,1330,2014-11-05,11.3,9,1,0
99,21,3,159,142,142,17,17,156849,1330,2014-11-05,11.3,6,1,0
76,19,3,100,84,84,16,16,70300,969,2014-11-05,11.3,9,1,0
79,22,3,81,65,54,16,27,79079,1540,2014-11-05,11.3,8,1,0
98,24,3,106,90,90,16,16,152096,2024,2014-11-05,11.3,3,1,0
77,19,3,105,90,90,15,15,73150,969,2014-11-05,11.3,8,1,0
97,24,3,101,86,85,15,16,147440,2024,2014-11-05,11.3,7,1,0
69,19,3,83,69,59,14,24,52394,969,2014-11-05,11.3,10,1,0
84,20,3,111,97,93,14,18,95284,1140,2014-11-24,11.3,9,1,0
75,21,3,79,65,54,14,25,67525,1330,2014-11-05,11.3,7,1,0
81,22,3,84,70,59,14,25,85320,1540,2014-11-05,11.3,6,1,0
84,23,3,84,70,59,14,25,95284,1771,2014-11-05,11.3,12,1,0
70,19,3,83,70,59,13,24,54740,969,2014-11-05,11.3,6,1,0
74,20,3,84,71,60,13,24,64824,1140,2014-11-05,11.3,6,1,0
78,21,3,84,71,60,13,24,76076,1330,2014-11-05,11.3,3,1,0
82,22,3,84,71,60,13,24,88560,1540,2014-11-05,11.3,5,1,0
85,23,3,84,71,60,13,24,98770,1771,2014-11-05,11.3,11,1,0
86,23,3,85,72,60,13,25,102340,1771,2014-11-05,11.3,14,1,0
89,24,3,84,71,60,13,24,113564,2024,2014-11-05,11.3,5,1,0
90,24,3,85,72,60,13,25,117480,2024,2014-11-05,11.3,5,1,0
93,23,3,98,86,85,12,13,129766,1771,2014-11-05,11.3,9,1,0
76,21,3,80,69,55,11,25,70300,1330,2014-11-05,11.3,11,1,0
92,23,3,96,85,84,11,12,125580,1771,2014-11-05,11.3,7,1,0
95,23,3,103,92,91,11,12,138415,1771,2014-11-05,11.3,5,1,0
71,18,3,93,83,83,10,10,57155,816,2014-11-05,11.3,6,1,0
94,23,3,100,90,90,10,10,134044,1771,2014-11-05,11.3,6,1,0
71,19,3,84,75,75,9,9,57155,969,2014-11-05,11.3,6,1,0
75,20,3,84,75,75,9,9,67525,1140,2014-11-05,11.3,11,1,0
76,20,3,85,76,76,9,9,70300,1140,2014-11-05,11.3,4,1,0
83,22,3,85,76,76,9,9,91881,1540,2014-11-05,11.3,7,1,0
67,18,3,83,75,75,8,8,47905,816,2014-11-05,11.3,5,1,0
68,18,3,84,76,76,8,8,50116,816,2014-11-05,11.3,7,1,0
72,19,3,84,76,76,8,8,59640,969,2014-11-05,11.3,7,1,0
73,19,3,85,77,77,8,8,62196,969,2014-11-05,11.3,8,1,0
77,20,3,85,77,77,8,8,73150,1140,2014-11-05,11.3,9,1,0
79,21,3,84,76,76,8,8,79079,1330,2014-11-05,11.3,4,1,0
80,21,3,85,77,77,8,8,82160,1330,2014-11-05,11.3,3,1,0
84,22,3,85,77,77,8,8,95284,1540,2014-11-05,11.3,11,1,0
87,23,3,85,77,76,8,9,105995,1771,2014-11-05,11.3,13,1,0
91,24,3,85,77,76,8,9,121485,2024,2014-11-05,11.3,6,1,0
93,24,3,87,79,78,8,9,129766,2024,2014-11-05,11.3,3,1,0
69,18,3,84,77,77,7,7,52394,816,2014-11-05,11.3,4,1,0
81,21,3,85,78,78,7,7,85320,1330,2014-11-05,11.3,3,1,0
85,22,3,85,78,78,7,7,98770,1540,2014-11-05,11.3,15,1,0
88,23,3,85,78,77,7,8,109736,1771,2014-11-05,11.3,10,1,0
89,23,3,86,79,78,7,8,113564,1771,2014-11-05,11.3,10,1,0
92,24,3,85,78,77,7,8,125580,2024,2014-11-05,11.3,5,1,0
75,19,3,89,83,83,6,6,67525,969,2014-11-05,11.3,11,1,0
87,22,3,90,84,84,6,6,105995,1540,2014-11-05,11.3,10,1,0
88,22,3,91,85,84,6,7,109736,1540,2014-11-05,11.3,9,1,0
90,22,3,96,90,90,6,6,117480,1540,2014-11-05,11.3,7,1,0
94,24,3,88,83,83,5,5,134044,2024,2014-11-05,11.3,6,1,0
90,23,3,87,83,83,4,4,117480,1771,2014-11-05,11.3,10,1,0
95,24,3,88,84,84,4,4,138415,2024,2014-11-05,11.3,5,1,0
87,14,2,50,47,44,3,6,3741,91,2014-10-29,11.3,3,1,0
97,21,2,29,26,24,3,5,4656,210,2014-11-11,11.3,3,1,0
70,18,3,85,82,82,3,3,54740,816,2014-11-05,11.3,4,1,0
74,19,3,85,82,82,3,3,64824,969,2014-11-05,11.3,10,1,0
78,20,3,85,82,82,3,3,76076,1140,2014-11-05,11.3,5,1,0
82,21,3,85,82,82,3,3,88560,1330,2014-11-05,11.3,9,1,0
91,23,3,87,84,84,3,3,121485,1771,2014-11-05,11.3,9,1,0
96,24,3,88,85,84,3,4,142880,2024,2014-11-05,11.3,5,1,0
77,13,2,44,42,42,2,2,2926,78,2014-10-28,11.3,6,1,0
98,21,2,29,27,24,2,5,4753,210,2014-11-11,11.3,2,1,0
79,20,3,85,83,83,2,2,79079,1140,2014-11-05,11.3,8,1,0
83,21,3,85,83,83,2,2,91881,1330,2014-11-05,11.3,7,1,0
86,22,3,85,83,83,2,2,102340,1540,2014-11-05,11.3,10,1,0
99,21,2,29,28,24,1,5,4851,210,2014-11-11,11.3,2,1,0
80,20,3,85,84,84,1,1,82160,1140,2014-11-05,11.3,11,1,0
84,21,3,85,84,84,1,1,95284,1330,2014-11-05,11.3,5,1,0
87,10,3,1044,923,923,121,121,105995,120,2014-12-16,11.2,10,1,0
78,23,3,71,51,48,20,23,76076,1771,2014-12-16,11.2,10,1,0
79,23,3,73,55,52,18,21,79079,1771,2014-12-16,11.2,15,1,0
82,20,3,107,91,91,16,16,88560,1140,2014-12-19,11.2,10,1,0
81,20,3,103,90,90,13,13,85320,1140,2014-12-19,11.2,15,1,0
75,22,2,16,14,14,2,2,2775,231,2014-12-23,11.2,3,1,0
80,19,2,23,22,22,1,1,3160,171,2014-12-19,11.2,6,1,0
91,22,2,22,21,21,1,1,4095,231,2014-12-24,11.2,5,1,0
92,22,2,22,21,21,1,1,4186,231,2014-12-23,11.2,3,1,0
96,23,4,757,435,418,322,339,3321960,8855,2015-01-30,11.1,19,1,0
95,22,3,130,104,100,26,30,138415,1540,2015-01-16,11.1,10,1,0
88,17,2,35,32,32,3,3,3828,136,2015-01-14,11.1,6,1,0
89,17,2,35,32,32,3,3,3916,136,2015-01-13,11.1,5,1,0
90,17,2,36,33,32,3,4,4005,136,2015-01-05,11.1,7,1,0
33,18,7,520,206,206,314,314,4272048,31824,2015-03-16,11.0,6,1,0
26,17,8,249,126,77,123,172,1562275,24310,2015-02-17,11.0,4,1,0
31,18,7,261,142,130,119,131,2629575,31824,2015-03-16,11.0,10,1,0
79,14,3,341,237,237,104,104,79079,364,2015-03-16,11.0,5,1,0
80,14,3,345,246,246,99,99,82160,364,2015-03-16,11.0,7,1,0
83,14,3,380,285,267,95,113,91881,364,2015-03-16,11.0,11,1,0
31,21,8,173,83,65,90,108,7888725,203490,2015-02-17,11.0,5,1,0
82,14,3,365,276,258,89,107,88560,364,2015-03-16,11.0,6,1,0
81,14,3,352,267,255,85,97,85320,364,2015-03-16,11.0,8,1,0
98,18,3,278,213,191,65,87,152096,816,2015-03-16,11.0,8,1,0
28,18,7,128,63,50,65,78,1184040,31824,2015-02-17,11.0,6,1,0
99,18,3,289,226,226,63,63,156849,816,2015-03-16,11.0,13,1,0
97,18,3,268,211,184,57,84,147440,816,2015-03-16,11.0,8,1,0
96,18,3,258,203,182,55,76,142880,816,2015-03-16,11.0,9,1,0
27,18,7,102,56,45,46,57,888030,31824,2015-02-17,11.0,8,1,0
94,18,3,237,194,173,43,64,134044,816,2015-03-16,11.0,7,1,0
33,22,7,99,56,44,43,55,4272048,170544,2015-02-17,11.0,3,1,0
30,20,7,96,56,44,40,52,2035800,77520,2015-02-17,11.0,7,1,0
93,18,3,220,181,171,39,49,129766,816,2015-03-16,11.0,7,1,0
36,24,7,87,48,39,39,48,8347680,346104,2015-02-17,11.0,4,1,0
92,18,3,211,174,169,37,42,125580,816,2015-03-16,11.0,6,1,0
91,18,3,199,167,162,32,37,121485,816,2015-03-16,11.0,9,1,0
89,18,3,186,159,159,27,27,113564,816,2015-03-16,11.0,7,1,0
24,15,6,78,52,32,26,46,134596,5005,2015-02-16,11.0,8,1,0
88,18,3,174,152,152,22,22,109736,816,2015-03-16,11.0,10,1,0
85,18,3,162,142,142,20,20,98770,816,2015-03-16,11.0,16,1,0
87,18,3,170,150,150,20,20,105995,816,2015-03-16,11.0,12,1,0
86,18,3,163,144,144,19,19,102340,816,2015-03-16,11.0,10,1,0
73,23,3,56,45,45,11,11,62196,1771,2015-03-13,11.0,8,1,0
93,13,2,63,60,58,3,5,4278,78,2015-03-18,11.0,7,1,0
31,16,7,814,314,314,500,500,2629575,11440,2015-04-03,10.9,6,1,0
31,18,8,778,290,285,488,493,7888725,43758,2015-03-20,10.9,7,1,0
35,19,7,509,207,207,302,302,6724520,50388,2015-03-21,10.9,4,1,0
29,16,7,435,198,198,237,237,1560780,11440,2015-04-03,10.9,8,1,0
40,20,6,323,140,140,183,183,3838380,38760,2015-04-07,10.9,4,1,0
83,24,4,384,211,187,173,197,1837620,10626,2015-04-03,10.9,8,1,0
81,24,4,344,189,179,155,165,1663740,10626,2015-04-03,10.9,4,1,0
82,24,4,360,205,182,155,178,1749060,10626,2015-04-03,10.9,12,1,0
79,24,4,305,168,158,137,147,1502501,10626,2015-04-03,10.9,11,1,0
80,24,4,320,184,174,136,146,1581580,10626,2015-04-03,10.9,9,1,0
77,24,4,264,154,151,110,113,1353275,10626,2015-04-03,10.9,6,1,0
32,19,7,225,115,80,110,145,3365856,50388,2015-03-21,10.9,4,1,0
78,24,4,275,166,153,109,122,1426425,10626,2015-04-03,10.9,4,1,0
76,24,4,247,146,146,101,101,1282975,10626,2015-04-03,10.9,8,1,0
97,17,3,338,240,240,98,98,147440,680,2015-03-19,10.9,4,1,0
96,17,3,327,238,238,89,89,142880,680,2015-03-19,10.9,5,1,0
75,24,4,233,144,144,89,89,1215450,10626,2015-04-03,10.9,5,1,0
95,17,3,317,235,235,82,82,138415,680,2015-03-19,10.9,5,1,0
74,24,4,221,139,139,82,82,1150626,10626,2015-04-03,10.9,11,1,0
73,24,4,214,134,125,80,89,1088430,10626,2015-04-03,10.9,11,1,0
94,17,3,295,227,227,68,68,134044,680,2015-03-19,10.9,8,1,0
71,24,4,179,119,119,60,60,971635,10626,2015-04-03,10.9,11,1,0
70,24,4,173,114,114,59,59,916895,10626,2015-04-07,10.9,9,1,0
92,17,3,269,212,190,57,79,125580,680,2015-03-19,10.9,11,1,0
91,17,3,259,204,182,55,77,121485,680,2015-03-19,10.9,12,1,0
93,17,3,280,225,225,55,55,129766,680,2015-03-19,10.9,9,1,0
72,24,4,180,126,123,54,57,1028790,10626,2015-04-07,10.9,9,1,0
89,17,3,242,194,173,48,69,113564,680,2015-03-19,10.9,12,1,0
90,17,3,250,202,180,48,70,117480,680,2015-03-19,10.9,14,1,0
88,17,3,233,187,171,46,62,109736,680,2015-03-19,10.9,12,1,0
63,24,4,122,79,66,43,56,595665,10626,2015-04-07,10.9,4,1,0
69,24,4,156,113,113,43,43,864501,10626,2015-04-03,10.9,7,1,0
66,24,4,130,94,72,36,58,720720,10626,2015-04-03,10.9,3,1,0
64,24,4,123,88,67,35,56,635376,10626,2015-04-09,10.9,3,1,0
68,24,4,142,108,100,34,42,814385,10626,2015-04-03,10.9,6,1,0
86,17,3,200,167,162,33,38,102340,680,2015-03-19,10.9,16,1,0
62,24,4,111,78,62,33,49,557845,10626,2015-04-09,10.9,4,1,0
87,17,3,206,174,169,32,37,105995,680,2015-03-19,10.9,15,1,0
83,17,3,183,152,152,31,31,91881,680,2015-03-19,10.9,14,1,0
67,24,4,132,101,98,31,34,766480,10626,2015-04-03,10.9,6,1,0
85,17,3,190,160,160,30,30,98770,680,2015-03-19,10.9,18,1,0
84,17,3,187,159,159,28,28,95284,680,2015-03-19,10.9,17,1,0
77,17,3,154,127,109,27,45,73150,680,2015-03-19,10.9,16,1,0
76,17,3,152,126,108,26,44,70300,680,2015-03-19,10.9,13,1,0
81,17,3,168,144,143,24,25,85320,680,2015-03-19,10.9,12,1,0
82,17,3,173,150,150,23,23,88560,680,2015-03-19,10.9,12,1,0
78,17,3,156,134,134,22,22,76076,680,2015-03-19,10.9,14,1,0
80,17,3,163,142,142,21,21,82160,680,2015-03-19,10.9,15,1,0
79,17,3,158,140,140,18,18,79079,680,2015-03-19,10.9,10,1,0
77,21,3,83,70,59,13,24,73150,1330,2015-04-03,10.9,7,1,0
80,22,3,83,70,59,13,24,82160,1540,2015-04-03,10.9,6,1,0
76,12,2,51,48,45,3,6,2850,66,2015-03-22,10.9,4,1,0
92,13,2,63,60,57,3,6,4186,78,2015-03-19,10.9,9,1,0
27,13,7,1497,721,578,776,919,888030,1716,2015-05-05,10.8,19,1,0
25,13,7,709,381,339,328,370,480700,1716,2015-05-29,10.8,26,1,0
24,13,7,523,301,270,222,253,346104,1716,2015-05-07,10.8,19,1,0
81,12,3,545,412,399,133,146,85320,220,2015-04-28,10.8,10,1,0
23,13,7,320,202,190,118,130,245157,1716,2015-05-12,10.8,11,1,0
79,12,3,508,395,376,113,132,79079,220,2015-04-28,10.8,4,1,0
18,11,7,208,146,135,62,73,31824,330,2015-06-22,10.7,11,1,0
25,10,6,1778,1040,848,738,930,177100,210,2015-07-19,10.6,21,1,0
97,13,3,756,560,538,196,218,147440,286,2015-08-03,10.6,13,1,0
16,7,6,1328,1253,1253,75,75,8008,7,2015-07-19,10.6,9,1,0
22,15,8,163,100,66,63,97,319770,6435,2015-07-26,10.6,10,1,0
21,14,7,104,68,45,36,59,116280,3432,2015-07-26,10.6,7,1,0
43,20,6,538,243,211,295,327,6096454,38760,2015-08-23,10.5,11,1,0
75,17,3,145,120,106,25,39,67525,680,2015-08-26,10.5,11,1,0
69,11,2,51,47,44,4,7,2346,55,2015-08-25,10.5,9,1,0
19,8,5,335,264,228,71,107,11628,56,2015-10-31,10.3,18,1,0
24,10,6,1412,812,713,600,699,134596,210,2015-12-08,10.2,18,1,0
86,23,4,556,292,292,264,264,2123555,8855,2015-12-08,10.2,10,1,0
91,23,4,620,357,357,263,263,2672670,8855,2015-12-19,10.2,12,1,0
92,23,4,625,364,364,261,261,2794155,8855,2015-12-19,10.2,13,1,0
89,23,4,584,329,326,255,258,2441626,8855,2015-12-08,10.2,24,1,0
93,23,4,626,372,372,254,254,2919735,8855,2015-12-19,10.2,11,1,0
87,23,4,567,314,314,253,253,2225895,8855,2015-12-08,10.2,17,1,0
88,23,4,574,322,322,252,252,2331890,8855,2015-12-08,10.2,16,1,0
85,23,4,528,285,285,243,243,2024785,8855,2015-12-08,10.2,14,1,0
94,23,4,627,401,381,226,246,3049501,8855,2015-12-19,10.2,19,1,0
84,23,4,501,278,278,223,223,1929501,8855,2015-12-08,10.2,19,1,0
83,23,4,473,257,217,216,256,1837620,8855,2015-12-08,10.2,11,1,0
82,23,4,451,250,211,201,240,1749060,8855,2015-12-08,10.2,14,1,0
81,23,4,430,247,208,183,222,1663740,8855,2015-12-08,10.2,10,1,0
80,23,4,405,227,188,178,217,1581580,8855,2015-12-08,10.2,12,1,0
79,23,4,374,210,186,164,188,1502501,8855,2015-12-08,10.2,10,1,0
78,23,4,353,204,180,149,173,1426425,8855,2015-12-08,10.2,10,1,0
77,23,4,328,188,175,140,153,1353275,8855,2015-12-08,10.2,14,1,0
75,23,4,295,167,157,128,138,1215450,8855,2015-12-08,10.2,9,1,0
76,23,4,306,182,172,124,134,1282975,8855,2015-12-08,10.2,10,1,0
73,23,4,256,146,146,110,110,1088430,8855,2015-12-08,10.2,8,1,0
72,23,4,238,144,144,94,94,1028790,8855,2015-12-08,10.2,9,1,0
70,23,4,211,134,125,77,86,916895,8855,2015-12-08,10.2,9,1,0
69,23,4,207,132,123,75,84,864501,8855,2015-12-08,10.2,7,1,0
71,23,4,214,139,139,75,75,971635,8855,2015-12-08,10.2,4,1,0
68,23,4,185,119,119,66,66,814385,8855,2015-12-08,10.2,8,1,0
67,23,4,168,114,114,54,54,766480,8855,2015-12-08,10.2,12,1,0
66,23,4,153,112,112,41,41,720720,8855,2015-12-08,10.2,9,1,0
65,23,4,140,105,99,35,41,677040,8855,2015-12-08,10.2,6,1,0
63,23,4,128,94,72,34,56,595665,8855,2015-12-08,10.2,3,1,0
64,23,4,132,101,98,31,34,635376,8855,2015-12-08,10.2,6,1,0
39,20,6,276,125,121,151,155,3262623,38760,2016-01-19,10.1,9,1,0
19,7,5,703,557,554,146,149,11628,21,2016-01-18,10.1,11,1,0
78,13,2,47,42,42,5,5,3003,78,2016-01-08,10.1,6,1,0
32,10,4,297,212,212,85,85,35960,210,2016-03-30,9.9,14,1,0
31,10,4,255,186,155,69,100,31465,210,2016-04-14,9.9,14,1,0
23,8,4,193,156,127,37,66,8855,70,2016-04-19,9.9,11,1,0
22,8,4,152,132,116,20,36,7315,70,2016-04-19,9.9,8,1,0
66,23,5,800,351,342,449,458,8936928,33649,2016-05-24,9.8,12,1,0
19,12,7,151,108,100,43,51,50388,792,2016-05-09,9.8,11,1,0
28,18,6,68,38,32,30,36,376740,18564,2016-05-10,9.8,3,1,0
19,7,4,151,131,114,20,37,3876,35,2016-05-02,9.8,7,1,0
30,18,5,42,27,20,15,22,142506,8568,2016-05-10,9.8,3,1,0
42,12,3,77,63,53,14,24,11480,220,2016-05-10,9.8,7,1,0
64,18,3,77,64,54,13,23,41664,816,2016-05-10,9.8,4,1,0
36,21,4,24,16,12,8,12,58905,5985,2016-05-10,9.8,2,1,0
34,20,4,23,16,12,7,11,46376,4845,2016-05-10,9.8,3,1,0
45,24,4,30,23,15,7,15,148995,10626,2016-05-10,9.8,4,1,0
32,24,7,28,24,19,4,9,3365856,346104,2016-05-10,9.8,3,1,0
48,14,2,17,15,14,2,3,1128,91,2016-05-10,9.8,3,1,0
62,18,2,17,15,14,2,3,1891,153,2016-05-10,9.8,4,1,0
96,20,2,30,28,24,2,6,4560,190,2016-05-10,9.8,2,1,0
75,21,2,18,16,15,2,3,2775,210,2016-05-10,9.8,5,1,0
77,21,2,19,17,15,2,4,2926,210,2016-05-10,9.8,4,1,0
78,22,2,18,16,15,2,3,3003,231,2016-05-10,9.8,4,1,0
34,20,3,11,9,7,2,4,5984,1140,2016-05-10,9.8,3,1,0
38,20,3,14,12,8,2,6,8436,1140,2016-05-10,9.8,3,1,0
36,21,3,11,9,7,2,4,7140,1330,2016-05-10,9.8,2,1,0
42,22,3,14,12,8,2,6,11480,1540,2016-05-10,9.8,3,1,0
42,24,3,11,9,7,2,4,11480,2024,2016-05-10,9.8,2,1,0
48,10,2,30,29,29,1,1,1128,45,2016-05-10,9.8,3,1,0
44,12,2,19,18,15,1,4,946,66,2016-05-10,9.8,3,1,0
56,12,2,28,27,24,1,4,1540,66,2016-05-10,9.8,4,1,0
58,12,2,30,29,29,1,1,1653,66,2016-05-10,9.8,3,1,0
60,12,2,31,30,30,1,1,1770,66,2016-05-10,9.8,2,1,0
55,15,2,19,18,15,1,4,1485,105,2016-05-10,9.8,3,1,0
72,15,2,30,29,29,1,1,2556,105,2016-05-10,9.8,3,1,0
72,18,2,21,20,20,1,1,2556,153,2016-05-10,9.8,2,1,0
87,18,2,30,29,29,1,1,3741,153,2016-05-10,9.8,2,1,0
74,20,2,19,18,15,1,4,2701,190,2016-05-10,9.8,2,1,0
81,21,2,20,19,16,1,4,3240,210,2016-05-10,9.8,3,1,0
84,22,2,20,19,16,1,4,3486,231,2016-05-10,9.8,2,1,0
92,24,2,20,19,16,1,4,4186,276,2016-05-10,9.8,3,1,0
93,24,2,20,19,16,1,4,4278,276,2016-05-10,9.8,2,1,0
36,18,3,15,14,14,1,1,7140,816,2016-05-10,9.8,4,1,0
36,20,3,12,11,8,1,4,7140,1140,2016-05-10,9.8,4,1,0
42,21,3,15,14,14,1,1,11480,1330,2016-05-10,9.8,2,1,0
36,22,3,10,9,7,1,3,7140,1540,2016-05-10,9.8,2,1,0
44,22,3,15,14,14,1,1,13244,1540,2016-05-10,9.8,2,1,0
40,24,3,10,9,7,1,3,9880,2024,2016-05-10,9.8,4,1,0
36,24,4,12,11,11,1,1,58905,10626,2016-05-10,9.8,2,1,0
22,18,7,15,14,13,1,2,170544,31824,2016-05-10,9.8,3,1,0
99,22,4,1188,630,630,558,558,3764376,7315,2016-06-27,9.7,17,1,0
98,22,4,1122,580,495,542,627,3612280,7315,2016-06-21,9.7,9,1,0
93,22,4,846,465,427,381,419,2919735,7315,2016-06-27,9.7,8,1,0
91,22,4,773,427,410,346,363,2672670,7315,2016-06-20,9.7,14,1,0
92,22,4,786,456,419,330,367,2794155,7315,2016-06-20,9.7,15,1,0
83,22,4,572,310,310,262,262,1837620,7315,2016-06-12,9.7,17,1,0
82,22,4,531,291,291,240,240,1749060,7315,2016-06-12,9.7,10,1,0
30,7,4,1067,832,832,235,235,27405,35,2016-06-21,9.7,14,1,0
81,22,4,493,284,284,209,209,1663740,7315,2016-06-12,9.7,13,1,0
80,22,4,480,277,277,203,203,1581580,7315,2016-06-10,9.7,12,1,0
26,12,6,549,347,278,202,271,230230,924,2016-06-19,9.7,16,1,0
79,22,4,452,255,216,197,236,1502501,7315,2016-06-10,9.7,10,1,0
78,22,4,418,249,210,169,208,1426425,7315,2016-06-10,9.7,8,1,0
77,22,4,400,242,193,158,207,1353275,7315,2016-06-10,9.7,14,1,0
76,22,4,376,225,187,151,189,1282975,7315,2016-06-07,9.7,9,1,0
75,22,4,353,205,181,148,172,1215450,7315,2016-06-07,9.7,8,1,0
72,22,4,303,167,158,136,145,1028790,7315,2016-06-05,9.7,10,1,0
74,22,4,318,189,179,129,139,1150626,7315,2016-06-07,9.7,5,1,0
48,20,5,285,156,125,129,160,1712304,15504,2016-06-19,9.7,4,1,0
73,22,4,306,183,173,123,133,1088430,7315,2016-06-07,9.7,8,1,0
70,22,4,247,153,147,94,100,916895,7315,2016-06-05,9.7,3,1,0
66,22,4,207,126,123,81,84,720720,7315,2016-06-05,9.7,10,1,0
68,22,4,221,140,140,81,81,814385,7315,2016-06-05,9.7,9,1,0
69,22,4,226,145,145,81,81,864501,7315,2016-06-05,9.7,7,1,0
24,10,5,285,221,204,64,81,42504,252,2016-06-19,9.7,11,1,0
65,22,4,185,122,119,63,66,677040,7315,2016-06-05,9.7,10,1,0
64,22,4,164,114,114,50,50,635376,7315,2016-06-05,9.7,5,1,0
23,12,6,240,163,146,77,94,100947,924,2016-07-27,9.6,13,1,0
45,22,5,121,70,70,51,51,1221759,26334,2016-07-24,9.6,4,1,0
54,18,5,957,432,432,525,525,3162510,8568,2016-08-24,9.5,4,1,0
94,22,4,899,496,436,403,463,3049501,7315,2016-08-22,9.5,7,1,0
27,9,5,957,732,702,225,255,80730,126,2016-08-20,9.5,10,1,0
22,13,8,575,354,308,221,267,319770,1287,2016-09-16,9.5,14,1,0
30,15,6,330,162,162,168,168,593775,5005,2016-08-12,9.5,18,1,0
21,12,8,755,595,497,160,258,203490,495,2016-08-21,9.5,8,1,0
21,13,8,342,230,230,112,112,203490,1287,2016-09-15,9.5,21,1,0
20,13,8,256,167,154,89,102,125970,1287,2016-09-06,9.5,11,1,0
19,11,7,270,185,178,85,92,50388,330,2016-08-23,9.5,14,1,0
20,11,7,425,340,284,85,141,77520,330,2016-08-25,9.5,13,1,0
19,13,8,154,106,69,48,85,75582,1287,2016-09-06,9.5,8,1,0
20,9,5,211,165,165,46,46,15504,126,2016-08-20,9.5,11,1,0
99,22,3,152,122,108,30,44,156849,1540,2016-08-22,9.5,13,1,0
18,12,7,96,72,47,24,49,31824,792,2016-09-15,9.5,9,1,0
63,20,3,56,45,45,11,11,39711,1140,2016-08-26,9.5,6,1,0
51,20,3,31,26,21,5,10,20825,1140,2016-08-30,9.5,5,1,0
53,21,3,31,26,21,5,10,23426,1330,2016-08-30,9.5,5,1,0
85,13,2,54,50,46,4,8,3570,78,2016-08-15,9.5,5,1,0
45,20,3,22,18,16,4,6,14190,1140,2016-08-26,9.5,4,1,0
46,21,3,20,16,16,4,4,15180,1330,2016-08-26,9.5,3,1,0
94,13,2,64,61,58,3,6,4371,78,2016-08-15,9.5,6,1,0
52,20,3,31,29,24,2,7,22100,1140,2016-08-26,9.5,3,1,0
86,13,2,54,53,53,1,1,3655,78,2016-08-13,9.5,8,1,0
87,13,2,55,54,54,1,1,3741,78,2016-08-15,9.5,8,1,0
89,13,2,56,55,55,1,1,3916,78,2016-08-15,9.5,8,1,0
55,19,5,919,365,357,554,562,3478761,11628,2016-09-24,9.4,4,1,0
31,10,5,1335,797,757,538,578,169911,252,2016-09-17,9.4,15,1,0
65,23,5,754,323,323,431,431,8259888,33649,2016-09-25,9.4,20,1,0
33,15,6,676,304,242,372,434,1107568,5005,2016-09-27,9.4,9,1,0
18,9,7,1250,906,906,344,344,31824,36,2016-09-27,9.4,14,1,0
29,11,5,544,291,290,253,254,118755,462,2016-10-14,9.4,22,1,0
20,12,8,470,309,297,161,173,125970,495,2016-09-19,9.4,18,1,0
16,9,7,518,395,395,123,123,11440,36,2016-09-27,9.4,12,1,0
22,12,8,1362,847,666,515,696,319770,495,2016-11-28,9.3,15,1,0
60,16,4,559,312,312,247,247,487635,1820,2016-11-14,9.3,2,1,0
30,8,4,559,435,435,124,124,27405,70,2016-11-14,9.3,5,1,0
30,12,5,349,225,225,124,124,142506,792,2016-11-09,9.3,16,1,0
23,6,4,716,625,625,91,91,8855,15,2016-11-23,9.3,7,1,0
30,14,6,572,283,225,289,347,593775,3003,2016-12-22,9.2,18,1,0
38,10,4,590,392,361,198,229,73815,210,2016-12-04,9.2,11,1,0
29,14,6,417,243,193,174,224,475020,3003,2016-12-22,9.2,19,1,0
28,14,6,322,176,176,146,146,376740,3003,2016-12-22,9.2,6,1,0
52,22,5,268,145,116,123,152,2598960,26334,2016-12-28,9.2,2,1,0
26,11,5,268,190,190,78,78,65780,462,2016-12-22,9.2,13,1,0
26,14,6,151,108,108,43,43,230230,3003,2016-12-22,9.2,10,1,0
60,21,3,39,36,35,3,4,34220,1330,2016-12-28,9.2,4,1,0
61,21,3,39,37,35,2,4,35990,1330,2016-12-27,9.2,6,1,0
81,17,4,1604,787,763,817,841,1663740,2380,2017-01-25,9.1,17,1,0
73,15,4,1598,930,828,668,770,1088430,1365,2017-02-02,9.1,9,1,0
72,15,4,1485,879,807,606,678,1028790,1365,2017-02-01,9.1,12,1,0
70,15,4,1285,738,738,547,547,916895,1365,2017-02-01,9.1,8,1,0
23,10,6,1042,638,564,404,478,100947,210,2017-02-07,9.1,19,1,0
